ID,GSM3100217,GSM3100218,GSM3100219,GSM3100220,GSM3100221,GSM3100222,GSM3100223,GSM3100224,GSM3100225,GSM3100226,GSM3100227,GSM3100228,GSM3100229,GSM3100230
CALCOCO1,-0.01985221,-0.0493472,-0.05474528,0.03366825,-0.03366608,0.1124507,0.1161259,0.05926204,0.08958908,0.1203777,-0.01753008,0.007909383,-0.1172018,-0.0987221
TRIT1,-0.04352745,-0.092308,-0.05475499,-0.07836878,-0.04852674,-0.09502071,-0.08311962,-0.1180673,-0.08222402,-0.02714883,0.0381599,-0.06426949,-0.0288432,0.009349202
C1orf109,-0.05502899,-0.03358894,-0.05477434,-0.05901097,-0.05881081,-0.02360958,0.05295274,2.15E-05,0.0446718,-0.01168631,-0.1116404,-0.07296056,-0.06724254,-0.06988109
C14orf133,-0.06441294,-0.1041154,-0.05479085,-0.1717569,-0.06733634,-0.0214819,-0.03557211,-0.04592311,-0.05676652,-0.05245929,-0.124281,-0.09393827,-0.1038285,-0.07223548
SH2D2A,-0.008755951,-0.0375694,-0.05480767,-0.03473679,-0.03951475,0.09254117,0.08317146,0.06431563,0.08450278,0.06808298,-0.09088257,-0.00305926,-0.1034347,-0.03727903
EEF1E1,-0.001298345,-0.04163422,-0.05481027,-0.05445912,-0.04219528,0.001475638,-0.01089877,-0.006233422,0.006387728,-0.02348718,-0.01405823,-0.03527858,-0.080659,-0.07355696
CTNNA2,-0.05326599,-0.04360833,-0.05481879,-0.02561903,-0.03810489,-0.01282177,-0.02652592,0.004276062,0.03330403,-0.01741815,-0.04495991,-0.05805969,-0.09057266,-0.1058202
NUP133,-0.03268155,-0.08329059,-0.05484348,-0.01709157,-0.0202725,-0.08250207,-0.08807395,-0.07408289,-0.08099496,-0.07716325,-0.0682348,-0.0552233,-0.005751856,0.05216387
ATF7IP2,-0.005195692,-0.04125158,-0.05484684,-0.04050981,-0.003382916,-0.02102063,-0.05724441,0.000829403,-0.03166493,-0.06652591,-0.07200904,-0.006498588,0.005097992,-0.01256335
PCSK9,-0.01904298,0.02001824,-0.05485213,-0.01699934,-0.000890631,-0.03683864,-0.0264133,-0.02050299,0.02130972,-0.02254852,-0.06211297,-0.06743084,0.03353216,0.03781263
IGDCC4,-0.05318362,-0.05693514,-0.05486401,-0.09343473,-0.02594228,0.01202489,0.02311541,0.00029088,0.02364498,-0.005076225,-0.05461157,-0.05276127,-0.0393047,-0.07896105
ZNHIT3,-0.1204606,0.04067113,-0.005487655,0.08532376,0.085482,-0.02698705,-0.06001698,-0.03797973,-0.06615449,-0.0490766,-0.02808137,0.1232593,0.04508754,0.1410196
ATL3,-0.05399427,-0.05831722,-0.05487896,-0.01342605,-0.07323769,-0.01803679,-0.004577855,-0.03681462,-0.01875766,-0.02424593,-0.05543743,-0.02304603,-0.07705061,-0.1156486
IFT80,0.03075397,-0.005729005,-0.005488143,0.07037916,0.02074547,0.02318645,0.006915051,0.05920691,0.03389739,0.01576242,-0.001782892,0.04404357,-0.007397297,0.01349276
ASB6,-0.0505463,-0.02513854,-0.005490607,-0.09491878,-0.04235095,-0.1717737,-0.07925697,-0.1310823,-0.06801553,-0.113275,-0.08931175,-0.0869952,-0.1261349,-0.19872
GRPEL1,-0.009576579,-0.03462676,-0.05498408,-0.0170136,-0.05664076,-0.06009817,0.006496809,0.003992128,-0.02622682,0.004336577,0.005717723,0.01478685,0.03583713,0.01410466
VIL1,0.04230271,0.01105771,-0.005499044,-0.04010886,0.08224809,-0.06160469,-0.09112537,-0.05493817,-0.05927119,-0.07790101,-0.07652931,0.01458205,0.09564602,0.1100855
SUMO3,-0.03130571,-0.0393305,-0.0550004,-0.05713409,-0.04917171,0.04431016,0.03559827,0.000770611,0.02356729,0.05103786,0.000715362,-0.02231038,-0.0919766,-0.05674655
C11orf48,-0.01694007,-0.01823947,-0.05502447,0.03004147,-0.03351574,-0.000701003,0.02733935,-0.02726352,0.01566753,-0.01556613,-0.04064243,-0.02838902,-0.04601039,-0.09516849
MYO18B,-0.04327585,-0.01821484,-0.05504966,-0.003759423,-0.03516373,0.000175964,0.02318977,0.003583315,0.01118019,-0.02438178,-0.08445718,-0.05391176,-0.02653243,-0.01062405
REC8,-0.06132725,-0.01206689,-0.05507927,-0.1783601,-0.03674282,-0.02639908,-0.02860771,-0.05238192,-0.04621477,0.003747256,-0.003796013,0.01592103,-0.01250459,0.009095525
RAPGEF1,-0.01125051,-0.09594463,-0.05507949,-0.2459166,-0.1024392,-0.2816838,-0.137899,-0.2260279,-0.1535942,-0.1542792,-0.008815189,-0.1218447,-0.2713348,-0.2568116
NRXN3,0.0787732,0.0306904,-0.005509547,-0.1009164,-0.01371114,0.1159819,0.06606476,0.07935293,0.0832238,0.1095395,0.06445342,0.07873947,-0.001156369,0.08058826
ANKRD2,0.005670879,-0.02177016,-0.05514831,-0.03681247,-0.07038199,0.05657442,0.05597133,0.03972173,0.07687157,0.0636792,0.0549076,-0.01552798,-0.1114956,-0.09775316
EPC1,-0.05228026,-0.00691533,-0.005516237,0.01824049,-0.01910908,0.02889199,0.02146336,0.001497693,0.03772269,0.005812888,0.007757572,-0.03220481,-0.02306843,-0.0392737
ZNF77,-0.02403251,-0.03473403,-0.0552321,-0.02938006,0.04327181,-0.0151116,0.02061906,0.01670384,0.04233756,0.03289686,-0.009769147,-0.008397127,-0.03551339,0.03041465
PSME4,0.0524998,-0.06112075,-0.05523228,-0.04205552,-0.03995591,-0.03241781,-0.05859126,-0.0105801,-0.05165564,0.005073443,0.03773785,-0.02598698,0.003824354,0.01492716
SEMA5A,0.04109623,0.07971472,-0.005523236,0.05561899,-0.01684423,0.1167204,0.03921462,0.04372056,0.08629525,0.06841114,0.03624808,0.06677536,-0.04389253,-0.01994328
SH2B1,0.02400679,-0.004795898,-0.0552544,-0.04569896,0.06010191,0.009100807,-0.02038839,0.03765139,-0.002593854,-0.01739959,-0.06805057,0.07264762,-0.0153356,-0.0143275
ZNF672,-0.00673223,0.006369113,-0.005526372,-0.01943461,0.00880695,0.02567458,0.0248258,0.03605927,0.06985142,0.03607875,-0.06983507,0.01139977,0.009660673,0.08742764
C4orf33,-0.04894162,-0.03445447,-0.05532656,-0.06481292,-0.0153404,0.006824993,-0.03491359,0.02731389,-0.01789464,-0.01935944,-0.03557038,-0.0283996,0.02674499,-0.0182329
CLIP1,-0.1103022,-0.1453511,-0.05536653,0.02642125,-0.04749088,-0.06971143,-0.1149873,-0.09171827,-0.1088319,-0.06020458,-0.0887089,-0.06101925,-0.008877659,-0.0875581
CDC6,0.04192946,0.01302134,-0.000553817,0.09495323,0.0465725,-0.003871074,-0.000262776,0.02700637,-0.03842853,0.009154193,0.01421427,0.04114692,0.1208662,0.130266
ZNF287,-0.008913842,-0.0646293,-0.05540711,0.03858161,-0.0326126,0.07526201,0.07949854,0.05375536,-0.0386729,-0.09281363,-0.1129156,-0.007453459,-0.07207672,-0.05511583
CCDC109B,-0.03359918,-0.06392038,-0.05541199,-0.05753375,-0.0564964,-0.03823653,-0.03758721,-0.03067761,-0.03558151,-0.04828387,-0.07008489,-0.06989292,-0.02382619,-0.01715121
MMRN1,-0.1431289,-0.1402153,-0.05542259,-0.1845584,-0.008963408,-0.08601687,-0.1323746,-0.05869792,-0.08150884,-0.071892,-0.09754219,-0.01956397,0.02503128,-0.00236429
ANO1,-0.04350694,-0.07052426,-0.05542572,0.01950261,-0.05368995,0.03349567,0.05451478,0.03523249,0.0680803,0.03742332,-0.06966013,0.02519707,-0.09228925,-0.09226531
AHCTF1,-0.01767311,-0.05088565,-0.05544758,-0.02381028,-0.05905958,-0.04086603,-0.01958656,-0.001881015,-0.02120243,-0.028027,-0.03708453,-0.1477103,-0.09004038,-0.1110731
ADAR,-0.008902876,-0.004808464,-0.05547211,-0.05006431,-0.04117168,0.03437205,0.05395416,0.04486975,0.033516,0.01556673,-0.06039029,-0.02947414,-0.06526577,-0.06921791
KLRA1,-0.04687226,-0.07529766,-0.05550842,-0.01629052,-0.05065233,-0.02253579,-0.0424656,-0.0365288,-0.0446163,-0.06420604,-0.09618066,-0.04465264,-0.0905593,-0.08644065
TMCO7,-0.06959047,-0.05178417,-0.05552184,-0.04150958,-0.0983818,-0.05640835,-0.03139376,-0.0193188,-0.006659122,-0.1890736,-0.1310004,-0.04823554,-0.0366447,-0.08117259
ONECUT1,0.04538375,0.00293317,-0.05560482,-0.05551776,-0.01669182,0.02108686,0.02320108,0.008677118,0.005080918,0.03370957,-0.02872488,0.02363445,-0.003499442,-0.01045559
RGMA,-0.04158844,-0.1068217,-0.05561569,-0.01240643,-0.1220564,0.0175081,0.02478209,-0.02366295,0.04693897,0.05908597,0.1168634,-0.002201099,-0.09104241,0.08716807
CCDC83,-0.04107846,-0.06002362,-0.05562375,-0.02830203,-0.0109444,-0.02081764,0.02015236,-0.001793507,-0.03530786,0.000670585,-0.02287181,-0.0538301,-0.006503762,-0.01454207
MFSD2,-0.02174154,0.001859473,-0.05565209,-0.04036585,-0.09353016,0.01470983,0.02873993,0.02374541,0.04532672,-0.0132578,0.009561555,-0.07324782,-0.06164456,-0.02310358
INSIG2,-0.03068914,-0.009809692,-0.05566173,-0.1142491,-0.02958063,0.03887758,-0.01792214,0.03115386,0.03362269,-0.008782515,-0.03670896,-0.01867298,-0.01284613,0.03968731
MYL6B,0.002210321,0.03091635,-0.05566952,0.03557837,-0.01425302,0.08004299,0.06664511,0.08274494,0.09331417,0.06105619,-0.01266066,0.04500003,-0.04916243,-0.01599528
FGF1,-0.01182384,-0.04181651,-0.05568779,0.03753092,-0.03710153,0.05118745,0.03847256,0.06431021,0.03730878,0.0315146,-0.05973526,0.03264151,-0.1096989,-0.05077049
ERMP1,-0.1003573,-0.08944334,-0.05570309,-0.2218214,-0.1225962,-0.2073576,-0.1330172,-0.1655762,-0.1510008,-0.1611758,-0.05750925,-0.128171,-0.2232802,-0.2469056
SULT4A1,-0.07638854,-0.003268929,-0.05571542,0.0666604,-0.05801822,-0.08286412,-0.06468688,-0.02912051,-0.02588033,-0.02688333,-0.004018064,-0.04132898,0.03790214,-0.05685771
ATP1A4,-0.03487566,-0.08067398,-0.05579028,-0.07916221,-0.08267944,0.01645235,0.0428459,0.002758761,0.01718659,0.04872128,-0.06051757,-0.06334136,-0.1435919,-0.1265734
ART3,-0.06776186,-0.02182628,-0.05581112,-0.09736733,-0.09281475,-0.0633639,-0.04117715,-0.06771527,-0.04512598,-0.0425504,-0.1072064,-0.03948508,-0.0435813,-0.09185133
SLC35C1,-0.06419448,-0.0442015,-0.05582238,-0.03662799,-0.04274669,0.006720772,-0.02073193,0.06681576,0.02670393,-0.03260964,-0.1759479,0.05384633,-0.00740738,0.02789209
SYK,-0.1481388,-0.04776397,-0.0558352,-0.4959633,-0.271188,-0.6701173,0.1659302,-0.5787303,0.3404632,-0.468692,0.8139209,-0.4229104,-0.1858203,-0.1681799
UROS,-0.05469221,0.009853019,-0.05586741,0.00290477,0.008326284,-0.03649547,-0.03179323,-0.02776974,-0.02334668,-0.04491948,-0.04733098,-0.002857434,0.08082685,0.03864695
RSRC2,-0.0893936,-0.04483423,-0.05589655,0.01518253,-0.07661531,-0.008080441,-0.06190394,0.03869138,-0.01490733,-0.05601856,-0.08454136,0.03633419,-0.04423718,-0.006131219
SLC12A2,-0.06328828,-0.06119446,-0.05596263,0.004614969,-0.1036903,-0.04509788,-0.05907193,-0.06168907,-0.02099571,-0.04701779,-0.1184964,-0.006507073,-0.04667418,-0.01209037
BAG3,-0.03147271,-0.0196203,-0.05597086,-0.06194972,-0.01949405,0.04564216,0.04883399,-0.02163248,0.02352469,0.0127819,0.01041047,-0.00992176,-0.07451996,-0.003942997
ANKZF1,-0.003490279,0.05782364,-0.00559725,-0.02954941,0.03058509,0.0197868,-0.03515637,-0.01140328,-0.01497549,0.0138558,-0.006013067,-0.02041267,0.07056177,0.09236202
CAMTA2,-0.0273478,-0.0678691,-0.05597879,0.05254199,-0.07228807,0.06138396,0.06799939,-0.0082652,-0.0863268,-0.09197795,0.03265268,-0.09500951,-0.101092,-0.09118525
ACTR1A,-0.02690554,-0.03387354,-0.0559947,-0.0407903,-0.07143133,-0.02369463,-0.04395844,-0.005952209,0.01501385,-0.01494367,0.0142938,0.00516865,-0.03026978,0.03957906
IFT140,0.004258309,-0.03252857,-0.05603623,-0.02997358,-0.003306423,0.07262012,0.065839,0.05953404,0.08750228,0.07162419,0.01105604,0.08765963,-0.1085238,-0.02275184
HSFYP1,0.02332472,-0.05683062,-0.05607003,0.01968181,-0.01386851,-0.0306736,-0.003355125,0.02385937,-0.01184808,0.00634005,0.02650319,-0.1192901,-0.07471606,-0.03042391
ST3GAL2,0.01099086,-0.001667465,-0.05608604,-0.05998658,-0.04418477,0.04072396,0.07304092,0.03681177,0.0341695,-0.1046455,-0.06179538,-0.06353701,-0.07012102,-0.05319011
ZCCHC7,-0.1041807,-0.02090828,-0.05608912,-0.1968718,-0.1773298,-0.2839428,-0.2216676,-0.222793,-0.2143698,-0.2100104,-0.2263321,-0.1178366,-0.1042466,-0.3205553
C4orf45,0.004026484,-0.04105237,-0.05609057,-0.04130276,-0.03201065,-0.02359258,-0.05892977,-0.02143199,-0.04335573,-0.02319201,-0.04944587,0.004289162,-0.02228839,0.03810525
APEX1,-0.1278851,-0.05809773,-0.05609743,-0.1686609,0.004868032,-0.04119851,-0.05501679,0.01360372,-0.01453917,0.01438922,0.07399884,0.02789443,0.01630062,0.07917866
SRD5A3,0.04080207,0.02387657,-0.0005613,-0.005760519,0.01844986,0.05023276,0.04400495,0.01436601,0.04910151,0.04949533,-0.007713848,0.04269328,-0.02539016,0.01772657
CLNS1A,0.002295457,-0.04173727,-0.0561378,0.05351584,-0.03620655,0.03974814,0.04891669,0.02182165,0.03950008,0.05638272,0.06131374,-0.06772816,-0.09297577,-0.06584712
FARS2,-0.03447226,0.002943724,-0.05616222,-0.02975749,-0.03232941,-0.02568186,0.06492233,0.001573329,0.01479404,0.05416438,0.03149972,0.02673263,-0.04380486,-0.003784037
FTL,-0.01473734,-0.003861882,-0.005616971,-0.0415774,0.006036753,0.008317669,0.05366166,-0.01123272,0.03276,0.008920864,0.03992781,0.02624195,0.004246998,-0.0192543
SLC25A23,-0.006121413,-0.001823343,-0.05617018,-0.04153423,-0.039731,0.07385001,0.0965917,0.06561565,0.09159179,0.07328097,-0.01367149,0.04125678,-0.08990866,-0.03725535
RAB17,-0.0355467,-0.02456598,-0.05620417,-0.06081544,-0.03813341,0.009741386,0.06824441,0.01736443,0.05785794,0.05221783,0.009337734,-0.05548319,-0.05899818,-0.06966459
PSMD9,-0.02870733,-0.06258597,-0.05622254,0.04532522,-0.05365144,0.0454894,0.0106512,0.04668139,0.06510398,0.01524914,-0.04034252,-0.009298997,-0.08263549,-0.007822544
FKRP,-0.08987833,-0.0318017,-0.05623927,-0.06834513,-0.05530551,-0.09418426,-0.04284847,-0.08301946,-0.05163651,-0.0181389,-0.04147439,-0.04606607,-0.04512657,-0.05943629
COL3A1,-0.05856857,-0.052993,-0.05624315,-0.1041172,-0.03074574,-0.002093765,-0.02283566,0.0428162,0.01220914,0.01027046,-0.03649046,-0.05871255,-0.05938302,-0.000214358
KIAA0146,0.02447811,-0.006303968,-0.05631579,-0.02466506,-0.02963811,0.1013891,0.09503537,0.06396901,0.1001348,0.1146515,0.05172341,0.03238567,-0.1051288,-0.07772161
COMMD4,-0.01249396,-0.01706558,-0.05633393,-0.06006205,-0.03072533,0.08354283,0.001289167,0.09101787,0.07266112,0.03191515,0.00106297,-0.03735694,-0.1225263,-0.09376606
CRHR1,-0.009739677,-0.02880886,-0.05633905,0.007311751,-0.02623285,0.07048535,0.07923704,0.02983221,0.0658931,0.0591586,-0.04017143,0.04155868,-0.09542221,-0.04668399
KLHL11,-0.01396328,-0.03731793,-0.05634933,0.02763393,-0.003780414,0.03676409,-0.01047146,0.005773628,0.004485695,-0.02892756,-0.0308503,0.02961065,-0.02713312,-0.03725719
C19orf55,0.02163579,0.006292565,-0.05634983,-0.02626121,-0.02240313,0.1106281,0.1198272,0.116112,0.1287184,0.138297,0.07087246,0.1338746,-0.07894979,0.003595278
GSG1L,-0.00119749,-0.03698362,-0.05637077,-0.06026498,-0.01373675,0.05056529,0.06466458,0.05034313,0.05563639,0.06840711,-0.01065228,0.0182869,-0.06749109,-0.05173614
IFI35,-0.03037116,-0.03326995,-0.0564121,0.03125009,-0.03513395,-0.02377046,0.003532532,-0.01462363,-0.01824299,-0.0101791,-0.01624801,-0.04683016,-0.01276406,-0.04412769
SYT2,0.0062412,0.02124216,-0.000564143,-0.01107939,0.02904319,-0.000218261,0.03713352,0.008300006,-0.005737934,0.03886141,0.003658994,-0.03592547,-0.01165223,0.06334355
ZC3H8,-0.04434585,-0.02374156,-0.05641615,-0.05430083,-0.07835576,-0.000917627,-0.0081108,-0.0140569,0.01504506,-0.02936464,-0.06650801,-0.0766942,-0.05034205,-0.04565975
NPHP4,-0.01834265,-0.02868052,-0.05645026,-0.05341336,-0.04465707,0.03785074,0.01901738,0.07299736,0.05400483,0.007520368,-0.07031617,-0.08842891,-0.09188581,-0.07208874
KPNA1,-0.006883394,-0.02827047,-0.0564603,0.02671632,-0.05626992,-0.007435627,-0.03007961,0.02668279,-0.0235696,-0.07560832,-0.05749051,0.02554605,-8.53E-05,0.003270567
RBM22,0.004623093,-0.04536057,-0.000564814,0.03282911,-0.03875913,0.03262359,-0.007297956,0.06666594,0.04426978,0.00182811,-0.04233707,0.04156852,-0.04992801,0.04218817
PRG-3,0.01180576,-0.017011,-0.005651769,-0.09430689,-0.02773491,-0.2908534,-0.1844071,-0.2496615,-0.1691456,-0.1923862,-0.12515,-0.08439557,0.0548903,-0.1111712
ZNF384,-0.05370795,-0.06561022,-0.05652807,0.03807802,-0.03284905,-0.0272276,-0.01702414,-0.001271499,-0.03151871,-0.04481554,-0.07490873,-0.0454085,-0.005926286,-0.0570667
PFTK2,0.001068142,-0.01024609,-0.005653127,-0.02790438,-0.01449633,0.01715082,0.03454849,-0.008238026,-0.01847942,0.03594985,-0.01382745,-0.1291382,-0.04968962,-0.05624174
ASCC2,-0.007234227,0.001731372,-0.05657301,0.03793423,-0.03510018,-0.008532929,-0.005740621,0.01986702,-0.002434337,-0.03215359,-0.104494,-0.002196952,0.003456608,0.05219179
LILRB4,-0.02247954,-0.019607,-0.05661595,-0.04494663,-0.0628899,0.01008229,-0.01490462,-0.04357785,-0.02100599,0.004559279,-0.01183238,-0.02722503,-0.07212495,-0.06982522
GPR15,0.02202449,-0.02035913,-0.005663154,0.05908323,0.007112102,0.03160028,-0.01210555,-0.00227188,0.000482615,-0.01014359,0.007884291,0.009374478,-0.0151806,0.007581223
MRPL48,0.0517156,0.03985973,-0.005663503,0.000598099,-0.0469861,-0.04292432,-0.06446193,-0.01748014,-0.02589549,-0.0601142,-0.003332981,0.07887288,0.1451705,0.1281402
CDC37,-0.009671243,0.001326249,-0.05667933,-0.05340878,-0.01611091,0.0304724,0.02434297,0.05983511,0.0606385,0.03932149,-0.006111193,0.06106337,-0.07482015,0.02364659
VWCE,-0.005407105,-0.02354983,-0.0566845,0.07130315,-0.01812072,0.05583619,0.06277746,0.005600069,0.03078739,0.05102852,0.0862236,-0.02658395,-0.04782501,-0.04270118
IGF1R,-0.01406172,-0.02309898,-0.05669898,-0.04458377,-0.02442729,-0.03173872,-0.01287031,-0.09484366,-0.05421954,-0.01504145,0.01435257,-0.08577438,-0.01575398,-0.08258379
AGPHD1,-0.09652059,-0.07009345,-0.05674093,-0.1258201,-0.03880354,-0.128211,-0.1099294,-0.06017493,-0.1116983,-0.1168231,-0.1004679,-0.05098738,-0.05786397,-0.04316444
TTC23L,-0.06071919,0.0119078,-0.0567635,0.01620423,-0.0381156,-0.004839534,-0.0650447,0.000261629,0.002262548,-0.07702069,-0.1237468,-0.02461604,-0.04130022,-0.03191643
RILP,-0.0263586,-0.08173093,-0.05677365,0.01973134,-0.02868319,0.06295702,0.01013457,0.08236629,-0.03660306,-0.1052387,-0.09178117,0.09598467,0.02999136,0.03488072
ABR,0.004385192,-0.07040458,-0.05678874,0.06794305,-0.03781878,0.07071286,0.08127144,0.06563341,-0.06054216,-0.04139039,-0.03675862,0.01248791,-0.1042736,-0.07250997
LOC100128977,-0.01879821,-0.04908102,-0.05679494,0.04967595,-0.06191055,0.02559203,0.02721618,0.0432621,0.04942819,0.02129474,-0.09003999,-0.02426567,-0.1009341,-0.08171615
LTBP2,-0.009974271,-0.04218484,-0.05681491,-0.1612962,-0.06333432,0.05052996,0.07055451,0.03332239,0.1006399,0.03853062,-0.07720374,-0.01071556,-0.1221092,-0.09408776
RCAN3,-0.06356458,-0.07670708,-0.05683945,-0.06587062,-0.08003709,0.006700112,0.02576596,-0.004217751,0.00682527,0.04610367,0.02717954,-0.09131073,-0.1086178,-0.04709588
SCGB3A2,-0.001595374,-0.03040069,-0.05684651,0.04652372,-0.02291889,0.07216023,0.04951434,0.05928071,0.04276332,0.07979157,0.02946774,-0.002258715,-0.1173242,-0.05223842
DNMT1,0.01657117,0.01380524,-0.0568583,0.01825962,-0.01634093,-0.02470779,-0.03451149,-0.02863157,-0.05248095,-0.03598021,-0.04946313,0.01714103,0.07281826,0.04394047
PIGS,-0.04096706,-0.07281168,-0.05686196,0.04447791,-0.03349377,0.05032675,0.03416864,0.05151765,0.06192171,0.04057984,-0.06587364,0.008998499,-0.0383393,-0.02389752
PDE8A,-0.0266679,-0.05644095,-0.05686265,-0.01429613,-0.02276514,0.04220521,0.05805863,0.004758255,0.03957639,0.05511607,0.001494869,-0.01795727,-0.1312153,-0.1226163
SMARCC2,0.0138851,-0.009592614,-0.05688083,0.07085279,-0.001840992,0.02481949,0.02172757,-0.02844803,-0.004269156,0.001385467,-0.03519783,-0.002486383,0.001241486,0.009074403
TYR,-0.1896649,-0.03220368,-0.005690355,-0.1015899,0.03569725,-0.1429297,-0.1430529,-0.05620957,-0.09758096,-0.001407232,0.02627937,0.07987882,-0.0819621,-0.06684623
TTC19,-0.05244755,-0.0983177,-0.05695785,-0.03192894,-0.05281695,-0.006986346,-0.03655784,0.0045522,-0.05641086,-0.1159868,-0.09176049,-0.05056163,-0.06589779,-0.07194302
KCNE4,-0.05363868,-0.03650288,-0.05696464,-0.09316198,-0.0221872,-0.07581487,-0.08560877,-0.02193216,-0.07475138,-0.09717712,-0.1026462,-0.07847057,0.01735506,0.01210821
CYBRD1,-0.04106722,-0.02164003,-0.05699925,-0.08244249,-0.02271528,-0.01720482,-0.05000599,-0.01816083,-0.003436536,-0.03009365,-0.07320085,-0.06615628,0.00468146,0.009718413
PTPRCAP,-0.0491667,0.002570556,-0.05702877,0.03646279,-0.05405679,0.04470472,0.02486562,0.07368257,0.02199282,0.05165366,-0.09537307,0.02987575,-0.0356926,-0.002033848
MARS,0.01929456,0.01872823,-0.05703479,0.07350524,-0.04998278,0.02099052,0.0462168,0.02449603,0.04847814,0.05347466,0.03011108,-0.01383841,-0.04470654,-0.01910279
DMWD,0.01832977,-0.02864359,-0.05706344,-0.03416108,-0.03975477,0.05630188,0.07539875,0.03827332,0.08307686,0.08489232,0.02133562,-0.003561019,-0.123471,-0.06827084
LHFPL1,-0.1985951,0.08024343,-0.05706514,-0.02882528,0.01790381,-0.1886692,-0.09652952,-0.1510113,-0.1184854,-0.1042974,0.06518408,-0.000250033,-0.03896401,-0.036111
PPM1D,-0.006808451,-0.03512228,-0.05708509,0.01072879,-0.004657828,-0.001043672,0.01332912,0.05904033,0.01544379,-0.01171591,-0.03356753,0.01342466,-0.01719498,0.01254946
NUP214,0.005660656,-0.06664716,-0.05710445,-0.1516921,-0.08576842,-0.1425176,-0.08866661,-0.1496294,-0.07479076,-0.08534444,-0.04928199,-0.07418556,-0.219621,-0.2322718
SPATA22,-0.01181418,-0.06825335,-0.05713194,0.02159395,-0.04183944,0.02193009,0.01265873,-0.002735246,-0.1267528,-0.1458771,-0.09439868,-0.03882201,-0.04614127,-0.034476
MRPL9,0.003882985,-0.02224545,-0.05715919,-0.005375805,-0.02305682,0.02099203,-0.008690229,-0.02918122,0.01126967,0.01659239,-0.06601386,-0.03044168,-0.05077395,-0.07133093
HIAT1,0.00604925,-0.003425525,-0.05716306,-0.04147116,-0.005245938,0.03403446,0.06251938,0.0177614,0.02252444,0.03993439,-0.006704503,-0.03172006,-0.1031687,-0.04279223
PARG,-0.01006749,-0.01918824,-0.05718389,-0.06296196,-0.04690816,-0.003299269,0.04128378,-0.01639923,-0.000497818,0.03205861,0.000146756,-0.05734613,-0.1036984,-0.1070208
DFFB,-0.001131561,-0.06579282,-0.05719496,-0.03989892,-0.06758234,-0.05988802,-0.006041123,-0.01261587,-0.0187863,-0.01358313,-0.03394757,-0.07614904,-0.05782391,-0.008388687
ATAD1,0.03091893,0.01075998,-0.05721181,-0.07075669,0.03658418,0.04768899,0.03578555,0.01586666,0.03634509,0.04120127,0.0607732,0.05027233,-0.02044601,-0.01703019
KIAA1671,-0.007442492,-0.04166281,-0.05724454,0.02089089,-0.02616809,-0.01342835,0.00583339,-0.01422488,-0.006986898,-0.01967016,-0.008154668,-0.106684,-0.04568062,-0.06005568
TMEM87A,-0.03617228,-0.004098525,-0.05732463,-0.05642259,-0.000777233,-0.027922,-0.03674099,-0.02267494,-0.02603276,-0.05779862,-0.00473369,-0.004219164,0.01596612,0.04726197
FAM189A1,0.04887411,-0.00069645,-0.005733153,-0.01274022,0.01232763,0.03287759,0.04597059,0.02138901,0.03719542,0.08025841,0.02899327,0.1142745,-0.04771113,-0.008794524
CACNB2,-0.01861479,-0.04544748,-0.005733466,-0.05320113,-0.02427197,0.02456931,0.02293887,-0.009719907,0.04483914,0.04022399,-0.01432187,0.06517179,-0.04757455,0.02251089
PDHB,-0.06921726,-0.019726,-0.05734235,-0.07731819,-0.06995222,-0.08227245,-0.02652153,-0.0797549,-0.01473269,-0.05047043,-0.04032058,-0.1081391,-0.07941731,-0.1671544
CRX,-0.007349517,-0.01716403,-0.005735836,0.009404328,-0.01556266,0.04048983,0.05844852,-0.00871743,0.06040499,0.06167339,0.0514091,0.005375629,-0.0477287,-0.04104835
CYP4B1,-0.001928394,0.02085166,-0.005736617,-0.03138472,0.000212553,0.03916389,0.0436505,-0.03596885,0.01391753,0.05538367,0.09681983,-0.05072229,0.02868813,0.02144518
PDXK,-0.04663862,-0.02637959,-0.0573666,-0.08281977,-0.03346593,0.007275838,0.04459307,0.01682268,0.04183883,0.006663745,-0.08175992,-0.01181908,-0.07214817,-0.07479717
IQCC,0.004637208,0.002389055,-0.05738115,-0.00800749,-0.008833504,0.0920033,0.1047653,0.0545791,0.1010927,0.07147188,0.03554707,-0.04430912,-0.0637015,-0.007616345
GAN,0.003491033,-0.07023503,-0.05739216,0.006482207,0.03350393,0.005140756,-0.09396895,-0.02667558,-0.02381647,-0.2419637,-0.1772999,0.07372156,0.03728912,0.002281666
HPCA,-0.04316673,-0.08967938,-0.0574168,-0.01021985,0.009300408,0.0275056,0.03550569,0.01064304,-0.006290777,0.02492865,-0.08523558,-0.03579335,-0.1246289,-0.08857759
HMG20B,-0.01195669,-0.03437356,-0.05741923,-0.04398698,-0.0477724,0.04581626,0.009043479,0.01361813,0.05032567,0.03469009,-0.07222303,-0.0194326,-0.08089827,-0.07807237
DARS2,-0.008457753,-0.05340454,-0.05743648,-0.1065173,-0.06545704,-0.007381658,0.0179819,-0.04520497,-0.01832805,-0.03421228,-0.08373833,-0.08199341,-0.03692353,-0.06366989
PFDN4,-0.002312762,-0.01037038,-0.005747233,0.09340551,0.02587439,-0.01035379,-0.009504475,-0.0338202,-0.03410947,-0.01660301,0.004938922,-0.04593913,-0.04108414,-0.02579566
